seed,est0,est1,est2,est3,est4,est5,est6,est7,est8,est9,hasMet,tau,nStep,nXstep,timeTaken
417,0.88,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.38
18,0.335,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.7
218,85.59,116.605,50.95,1.265,1.015,1.0,1.0,1.0,1.0,1.0,True,335,669,335,40.41
418,-14.125,-22.82,-20.085,0.88,0.985,0.995,1.0,1.0,1.0,1.0,True,165,329,165,18.96
19,0.48,0.835,0.96,0.99,1.0,1.0,1.0,1.0,1.0,1.0,True,13,25,13,1.72
219,0.005,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.75
419,0.775,0.98,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,9,17,9,1.07
20,0.445,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.71
220,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
420,0.38,0.98,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.85
21,0.68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.47
221,-15.14,-21.095,-9.015,0.91,0.975,0.985,0.995,1.0,1.0,1.0,True,94,187,94,13.25
421,0.57,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.69
22,0.68,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.52
222,0.46,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.7
422,0.735,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.49
23,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2,3,2,0.15
223,0.52,0.98,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.52
423,0.66,1.005,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.64
24,0.775,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.39
224,0.59,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.63
424,20.005,34.08,28.725,1.13,1.015,1.005,1.0,1.0,1.0,1.0,True,208,415,208,28.4
25,0.59,0.995,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.55
225,0.535,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.51
425,0.795,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.49
26,0.61,0.995,0.99,0.995,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.78
226,0.595,1.285,0.985,1.005,1.0,1.0,1.0,1.0,1.0,1.0,True,16,31,16,2.02
426,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
27,0.71,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.76
227,0.135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.79
427,0.435,0.97,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.74
28,0.275,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.74
228,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
428,0.59,1.01,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.81
29,0.69,0.98,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.5
229,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
429,0.99,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2,3,2,0.16
30,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.05
230,0.2,1.005,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.76
430,-17.19,-24.345,-14.545,0.85,0.99,1.0,1.0,1.0,1.0,1.0,True,137,273,137,19.51
31,0.885,0.995,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.51
231,0.425,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.73
431,0.615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.38
32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.05
232,0.71,0.98,0.99,0.995,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.65
432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
33,0.71,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.57
233,8.56,10.38,1.005,0.99,1.0,1.0,1.0,1.0,1.0,1.0,True,47,93,47,6.14
433,0.085,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.83
34,0.565,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.51
234,0.69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.59
434,0.645,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.6
35,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
235,0.775,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.72
435,1.02,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.71
36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
236,0.17,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,9,17,9,1.0
436,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.37
37,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.5
237,-0.02,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.71
437,0.385,1.015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.69
38,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.52
238,0.435,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.58
438,0.84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.5
39,0.63,0.995,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.61
239,0.585,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.6
439,0.385,0.975,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
40,0.355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.64
240,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
440,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.6
41,0.86,0.91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,1.03
241,0.54,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.95
441,0.205,0.98,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,9,17,9,1.13
42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
242,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
43,0.85,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.6
243,-0.595,-0.195,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,18,35,18,2.27
443,0.585,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.63
44,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
244,0.555,0.995,0.995,0.995,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.79
444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
45,2.58,5.02,7.04,1.055,1.0,1.0,1.0,1.0,1.0,1.0,True,61,121,61,9.15
245,0.565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.74
445,0.64,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
46,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
446,0.605,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
47,-0.29,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.82
247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
447,-0.215,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.83
48,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.49
248,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
448,0.91,1.0,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.79
49,0.555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.65
249,0.25,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.82
449,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
250,1.065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,9,17,9,0.93
450,0.94,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.37
51,0.685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.48
251,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2,3,2,0.15
451,0.66,1.02,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
252,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
452,0.92,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.38
53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
453,0.385,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.74
54,0.895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.37
254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
454,0.665,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.51
55,-10.285,-13.57,-3.17,0.985,1.005,1.0,1.0,1.0,1.0,1.0,True,77,153,77,10.71
255,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.48
455,0.625,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.64
56,0.77,1.045,1.025,1.005,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.81
256,0.645,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.49
456,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
57,0.29,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.63
257,0.44,0.98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.74
457,0.57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.73
58,0.655,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.54
258,-2.0,-2.115,-1.27,0.975,0.995,1.0,1.0,1.0,1.0,1.0,True,38,75,38,5.16
458,0.31,1.0,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.85
59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
259,0.93,1.0,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.54
459,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.48
60,-13.45,-17.8,-6.08,0.945,0.99,1.0,1.0,1.0,1.0,1.0,True,60,119,60,8.23
260,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
460,0.85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
61,0.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.61
261,0.615,0.925,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.77
461,0.515,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.63
62,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,2,3,2,0.15
262,0.9,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.73
462,0.715,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
63,0.885,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.37
263,0.635,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.52
463,-5.76,-7.79,-2.48,0.965,1.0,1.0,1.0,1.0,1.0,1.0,True,53,105,53,7.35
64,-5.365,-5.18,0.975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,35,69,35,4.45
264,0.9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.37
464,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
65,0.505,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.58
265,0.675,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.39
465,16.16,18.455,1.1,1.01,1.0,1.0,1.0,1.0,1.0,1.0,True,85,169,85,10.86
66,0.87,0.995,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.52
266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
466,0.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.52
67,0.79,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.59
267,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
467,0.545,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.39
68,0.605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.71
268,0.46,1.01,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.68
468,-0.245,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.6
69,0.585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.73
269,0.37,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
469,0.66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.49
70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
270,0.635,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.88
470,0.825,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.39
71,0.405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.48
271,0.62,0.99,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.54
471,0.315,0.975,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
72,0.6,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.54
272,-14.675,-19.2,-5.71,0.975,1.01,1.0,1.0,1.0,1.0,1.0,True,95,189,95,14.9
472,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.51
73,0.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.4
273,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
473,0.685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.39
74,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
274,0.685,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.65
474,0.745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.64
75,0.49,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.65
275,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
475,0.47,1.01,1.005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.64
76,-0.09,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.72
276,0.765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.5
476,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
77,0.515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.6
277,0.6,0.995,0.99,0.995,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.54
477,-17.17,-19.47,-0.56,0.995,1.0,1.0,1.0,1.0,1.0,1.0,True,114,227,114,14.74
78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
278,0.405,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.48
478,0.7,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.67
79,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.52
279,0.29,1.0,1.005,1.005,1.0,1.0,1.0,1.0,1.0,1.0,True,9,17,9,1.06
479,0.085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.81
80,0.665,0.97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.8
280,0.775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.69
480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
81,0.655,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.91
281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
481,0.65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,5,9,5,0.57
82,0.55,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,7,13,7,0.77
282,0.89,1.01,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,10,19,10,1.1
482,0.255,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
83,0.56,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.62
283,0.765,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,4,7,4,0.51
483,0.62,0.99,0.995,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,6,11,6,0.66
84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,1,1,1,0.04
284,52.56,81.19,53.31,1.19,1.0,1.0,1.0,1.0,1.0,1.0,True,361,721,361,44.52
484,0.855,0.985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,True,8,15,8,0.7
85,12.18,19.965,17.655,1.07,1.005,1.0,1.0,1.0,1.0,1.0,True,126,251,126,18.34
